channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
Distinct Post,UCmjomQZD5EWGPa78KnoGXpQ,1695311226.0,Jason Kelce Confirms Taylor Swift and Travis Kelce’s Romance Rumors: “100 Percent True”,"Jason Kelce, the renowned football player, has come forward to confirm the persistent rumors surrounding the romantic involvement of his brother, Travis Kelce, and pop sensation Taylor Swift. During an appearance on Philadelphia’s WIP sports radio morning show, Jason Kelce left no room for doubt, stating that the rumors are indeed “100 percent true.”
Addressing the delicate matter of his brother’s love life, Jason Kelce initially responded with caution, saying, “It’s hard to answer because I don’t really know a lot about what’s happening in Travis’s love life.” He emphasized his desire to respect Travis’s privacy and allow him to handle his personal affairs discreetly. However, he swiftly followed up with a resounding affirmation: “Having said that, man, I think he’s doing great, and I think it’s all 100 percent true.”
These candid remarks by Jason Kelce provide a significant update on the swirling romance rumors that have captivated the public’s attention. Speculation regarding the relationship between NFL star Travis Kelce and global music sensation Taylor Swift has been making headlines for some time.
Adding to the intrigue, Taylor Swift herself contributed to the speculation during a public appearance in New York City on September 8. Swift was spotted wearing a teardrop-shaped pendant adorned with an opal—a choice that resonates with Travis Kelce, who is a Libra with opal as his birthstone. In addition to the opal pendant, Swift sported Foundrae’s Forever & Always a Pair Pendant, intriguingly named after one of her well-known tracks and symbolizing love.
Swift’s choice of jewelry quickly sparked reactions from her avid fanbase. Observant fans noted the significance of opal to Travis Kelce’s birth month, with one fan commenting, “Kelce is a Libra, and opal is our birthstone.”
Another fan humorously chimed in, “I’ve got my makeup on, and I’m listening.”
While some have speculated that the Kelce brothers may have played a role in igniting the dating rumors to promote their documentary, the choice of opal, tied to Travis Kelce’s birth month, adds a layer of intrigue.
It’s noteworthy that Taylor Swift, a Sagittarius, has demonstrated a longstanding affinity for opals. She has frequently incorporated opal jewelry into her fashion choices, both on and off the red carpet. Swift’s connection to opals is also evident in her song lyrics, such as the line “Your opal eyes are all I wish to see” from the “Evermore” track “Ivy.”
As Jason Kelce’s recent confirmation reverberates through the entertainment world, the romance rumors surrounding Taylor Swift and NFL star Travis Kelce continue to captivate fans and followers alike. While the couple has maintained a degree of privacy, their rumored relationship has become one of the most intriguing topics in the realm of celebrity romance.",24,216,1,0,,https://i.ytimg.com/vi/UZ92QIhcIqQ/hqdefault.jpg,sports news|tmz live|tmz sports|entertainment news|viral videos|viral|tmz tv|celebrity|hollywood|entertainment|celebrity news|celebrity gossip|news|tmz,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 15:47:06
World Wide News,UCHyhg9Zz0CAvkFbKmnbAuag,1695301188.0,"the rumored romance between Travis Kelce and Taylor Swift,","a concise summary of the news surrounding the rumored romance between Travis Kelce and Taylor Swift, as well as the confirmation by Travis's brother, Jason Kelce. It touches on their casual relationship, the attention it's garnered, and Travis's feelings about it. Additionally, it mentions Taylor Swift's initial interaction with Travis at her concert and Jason Kelce's supportive but private stance on the matter. The hashtags complement the description by highlighting key themes and topics related to the story, making it easier for social media users to discover and engage with the content.",25,208,0,4,,https://i.ytimg.com/vi/Foy7Beu1WwU/hqdefault.jpg,travis kelce|taylor swift|jason kelce|TravisAndTaylor|RomanceRumors|TaylorSwiftLoveLife|CelebrityCouples|TravisKelce|TaylorSwiftRomance|RelationshipUpdates|MediaAttention|KeepingItPrivate|SiblingSupport|JasonKelce|GossipNews|LoveInTheLimelight|HollywoodRumors|CelebrityRelationships|CharmingCouple|TravisAndTaylorUpdate|RelationshipGoals|EntertainmentBuzz|RumorsConfirmed|CelebLoveStory,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 12:59:48
Gossip Galore: All-Access Celebrity News,UCcNMA03YpmYH6sffIFsJcWQ,1695355234.0,💖Taylor Swift and Travis Kelce's Dating Secret Romance Revealed!💑 Celebrity News,"Breaking News! Are Taylor Swift and Travis Kelce really dating?!?!
Brace yourselves, music and sports fans, because we have some sizzling gossip for you! In this exclusive YouTube short video, we delve into the unexpected and steamy romance between the iconic pop sensation, Taylor Swift, and the talented NFL superstar, Travis Kelce. Join us as we uncover the clues, analyze their social media interactions, and explore the possibility of their secret dating life. From red carpet appearances to cozy Instagram posts, we leave no stone unturned in this tantalizing investigation. Get ready for all the juicy details, unexpected connections, and sparks flying between these two A-listers. Don't miss out on this electrifying revelation - hit that play button now and prepare to be swept away by the whirlwind romance of Taylor Swift and Travis Kelce!

Get ready for the most captivating love story that transcends the realms of music and sports! In this highly-anticipated YouTube short video, we embark on an extraordinary journey as we uncover the unexpected and steamy romance between the iconic pop sensation, Taylor Swift, and the talented NFL superstar, Travis Kelce. 🎶🏈

Join us as we peel back the layers of secrecy and dive deep into their cross-industry connection. From chance encounters at high-profile events to subtle social media hints, we meticulously analyze every breadcrumb of evidence that hints at their blossoming love affair. 🕵️‍♀️💖

With each revelation, we explore the magnetic pull that brought these two forces together. Will it be Taylor's heartfelt lyrics that resonate with Travis? Or perhaps Travis' unwavering determination and athletic prowess that captured Taylor's heart? 🎵⚡️

But it doesn't stop there! We also delve into the challenges they face as they navigate the complexities of maintaining a relationship amidst their demanding careers. How do they manage their hectic schedules, media scrutiny, and the constant spotlight? Discover the secrets behind their unwavering support and the strength of their love that triumphs over all obstacles. 💪✨

Prepare to be captivated by the whirlwind romance, the stolen glances, and the shared moments of joy that make Taylor Swift and Travis Kelce's love story truly remarkable. This YouTube short video promises to leave you in awe, with your heart racing and a newfound admiration for this power couple. Don't miss out on this sensational revelation - hit that play button now and immerse yourself in the enchanting tale of Taylor Swift and Travis Kelce's secret romance! 💑💖🌟",22,210,0,13,,https://i.ytimg.com/vi/zlw3oznw3kk/hqdefault.jpg,celebrity news|celebrity|celeb news|pop culture|celebrities|Taylor Swift|travis kelce taylor swift|travis kelce|gossip|celebrity gossip|celebrity news 2023|entertainment tonight|recent celebrity news|the latest celebrity news.|tmz|breaking news|taylor swift|celebrity secrets|spill today|gossip news today 2023 | tmz||celebrity gossip news today 2023 | tmz||pop culture news|hollywood gossip|celebrity highlights|dating,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 04:00:34
SÓLO CHISMES,UCmIxhGOfMi492pQd7rjyVKQ,1695344415.0,#shorts  ¿Taylor Swift y Travis Kelce son Novios?,#shorts,22,166,0,1,,https://i.ytimg.com/vi/JnNkDmyUZKc/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:00:15
Must Know News Now,UCTSUzLtJmofV3-xpqBp8CIQ,1695331633.0,Taylor Swift thinks Travis Kelce is ‘very charming’,"Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.

Must Know News Now
@mustknownewsnow
Follow on Youtube, IG, TikTok and Facebook

Email: mustknownewsnow@gmail.com",24,154,0,2,,https://i.ytimg.com/vi/yJ6Xrn_S3HU/hqdefault.jpg,Taylor Swift thinks Travis Kelce is ‘very charming’,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 21:27:13
trending news,UCSRCRuUaWjeZDN0Y-LG-_Vg,1695321852.0,Taylor Swift Wears Necklace With Travis Kelce Birthstone Amid Dating Rumors,"Taylor Swift Wears Necklace With Travis Kelce Birthstone Amid Dating Rumors
taylor swift,travis kelce,jason kelce
#taylor 
#taylorswift 
#necklace 
#travisscott 
#news 
#tredingnews 
#newsupdate 
#viral",24,153,0,1,,https://i.ytimg.com/vi/j4Z863x5UXA/hqdefault.jpg,taylor swift|travis kelce|jason kelce,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 18:44:12
Magazine Plus,UCTnSNMuMY6QH67U5l7EpYAA,1695353912.0,Travis Kelce Breaks Silence About Rumored Taylor Swift Romance,"👉👉 Please subscribe my channel and like the video: https://www.youtube.com/@MagazinePlus?sub_confirmation=1

Hello, friends! In today's video, I'll be sharing the latest news about celebrities in the United States and sometimes in other countries. If you want to stay updated on the lives, careers, and current developments of celebrities, you're in the right place.

In this video, we will delve deep into the current news and interesting details about popular celebrities. If you enjoy this type of content, don't forget to like, share, and subscribe to our channel. You can also let us know in the comments which celebrity you'd like to learn more about or which topics you'd like to see.

So, keep following us to stay up to date with the news and to stay current in the world of celebrities! Now, let's start watching the video. Enjoy!",25,119,0,0,,https://i.ytimg.com/vi/C2M3Ywpi73Y/hqdefault.jpg,Leonardo DiCaprio|Meghan Markle|Prince William|Selena Gomez|Ryan Reynolds|Tom Holland Zendaya|Aydin|Cher|Prince Harry|Russell Brand|Russell Simmons|Whoopi Goldberg|Emma Roberts|Jared Leto|Amy Robach|Kevin Costner|Gavin Rossdale|DJ Khaled|Olivia Culpo|Halsey|Adele|Nick Cannon|Kim Kardashian|magazine|magazine us|celebrity us|celebrity|news|homes|fox|obama|hurricane|talk show|news|house of the dragon|lifestyle|cooking|travel|yoga|book|makeup|ema,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:38:32
Nasrothschild,UCWtLy4outyx_hqNyMy9h1Aw,1695354447.0,Taylor Swift Spotted Wearing Travis Kelce's Birthstone Necklace Amid Dating Rumors,,24,106,0,0,,https://i.ytimg.com/vi/BlP63CTOtwU/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:47:27
US Journalist,UCpESNq-IZs7aoovQWdtt_DA,1695345413.0,Kelce breaks silence over Taylor Swift rumors and invites her to Chiefs game,"#news #usnews #usjournalist
Subscribe here: https://bit.ly/41jEOsj",22,92,0,3,,https://i.ytimg.com/vi/kUuyILTc1AE/hqdefault.jpg,news|usnews|breakingnews,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:16:53
Andray Zary 🎤 ,UCI2Bu1MODl6VkCVHUIZFEfg,1695349807.0,Exclusive interview: Taylor Swift & Travis Kelce's secret connection revealed,"Travis Kelce is one of the most famous football players in the world, and he's also a big fan of Taylor Swift.
If you're a fan of Taylor Swift or Travis Kelce, then you need to watch this exclusive video! It's sure to be a bombshell revelation!

Follow me:
📸 instagram - https://www.instagram.com/andrayofficial
📱twitter - https://twitter.com/andrayofficial
🕹️threads - https://www.threads.net/@andrayofficial
💰buy me a coffee ☕️ - https://bmc.link/andrayzary
⏰ tik tok - https://www.tiktok.com/@andrayzary?_t=8eM87kdY2qh&_r=1
📹 youtube - https://youtube.com/@andrayzary

✅ all videos - https://youtube.com/playlist?list=PLHvGS8aELCMLef8FDW3X0LswYUKG-PDc4

SUPPORT THIS CHANNEL:
💴 venmo - venmo.com/andray-zarytskyy

#andray #celebritynews #gossip #celebritysbacklash #taylorswift #traviskelce #jokes #andrayzary",24,85,0,1,,https://i.ytimg.com/vi/VgHA_2OHMMo/hqdefault.jpg,andray|fun|jokes|celebrities|funny videos 2023|lol|e! news|celebrity news|funny|entertainment|andray zary|taylor swift travis kelce|travis kelce|kansas city chiefs|jason kelce|kansas city|shorts|taylor swift|philadelphia|eagles|eras tour|travis kelce podcast|football|taylor swift eras tour|taylor swift album|new taylor swift|taylor swift midnights|taylor swift speak now|taylor swift lyrics|taylor swift new album|official taylor swift video,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 02:30:07
Actress club,UC6kQeQaphMsCo7MnlnYxlDg,1695333611.0,Jason Kelce claims that Taylor Swift dating rumors are 100% true.,"Jason Kelce, an NFL star, has dismissed rumors about his brother, Travis Kelce, dating Taylor Swift. Kelce joked that the rumors are ""100% true"" during a WIP Morning Show appearance. The rumors came after The Messenger reported that the pair were ""quietly hanging out"" and months after the Kansas City Chiefs star shot himself during Swift's tour.
 #actress
#model
#celebrate
#tv
#tvshow
#tvprogram",24,83,0,0,,https://i.ytimg.com/vi/FV1cHCdvHCg/hqdefault.jpg,actress club|actress news|celebrity news|celebrity gossip|entertainment news|hollywood|hollywood news|today show|Lifestyle|TV|news|update|model|hot news|top 10|best actress|actress award|new|gossip|pop culture|celeb news|taylor swift|travis kelce|jason kelce|jason kelce interview|jason kelce podcast|jason kelce travis kelce|jason kelce travis taylor swift|travis kelce and taylor swift dating|travis kelce and taylor swift|taylor swift dating,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 22:00:11
USArc News,UCUKQ71LaowfQrkuMKfp_C4g,1695346974.0,Travis Kelce Talks About Finding Love Amid Taylor Swift Rumors,"In a recent development that has captured both the sports and entertainment worlds, Kansas City Chiefs star Travis Kelce has addressed the ongoing rumors surrounding his alleged relationship with music sensation Taylor Swift. Kelce made his statement during an appearance on ESPN's ""The Pat McAfee Show,"" where he was candidly asked about the persistent rumors.
-------------------------------------------------------------------
Fox News Media,Travis Kelce,Taylor Swift, Dating Rumors, Kansas City Chiefs,Entertainment, Sports, Relationships, Pop Culture, celebrity news,Taylor Swift dating rumors, taylor swift travis kelce, travis kelce taylor swift,travis kelce talking about taylor swift
___________________________________________________________________

The dating speculation gained further traction when Kelce's older brother, Jason Kelce of the Philadelphia Eagles, weighed in on the matter, suggesting that he believes the rumors are ""100% true.""

Travis Kelce, however, appeared unfazed by the buzz surrounding his personal life. During the interview, he took a lighthearted approach, saying, ""It's life, baby."" He went on to reveal a playful interaction he had with Taylor Swift, recounting that he challenged her to attend one of his performances at Arrowhead Stadium, home to the Chiefs, to see whose stage presence was more electrifying. Kelce quipped, ""You might have to come see me rock the stage in Arrowhead and see which one's a little more lit.""

Jason Kelce, speaking separately on 94 WIP in Philadelphia, acknowledged the rumors but maintained a respectful distance from his brother's love life. He commented, ""It's hard to answer, because I don't really know what's happening in Travis' love life, and I try to, like, keep, you know, his business kind of his business and stay out of that world. But having said that, man, I think he's doing great. I think it's all 100% true.""

Representatives for both Travis Kelce and Taylor Swift have not responded to media requests for comment, leaving fans and the public speculating about the nature of their relationship.

The initial report of their alleged romance emerged from The Messenger, stating that Kelce and Swift had been ""quietly hanging out"" for several weeks. According to a source cited in the report, they had met on two occasions, with Swift finding Kelce charming. The source also noted that they had been exchanging text messages and that Kelce had expressed a desire to continue seeing her.

This newfound attention to their rumored relationship comes after Travis Kelce had previously expressed his desire to meet Taylor Swift at one of her concerts, where he had hoped to present her with a friendship bracelet containing his contact information. This aspiration had been shared on his podcast with his brother, ""New Heights.""

As the rumor mill continues to churn, football fans and music enthusiasts alike will be keeping a close eye on whether Taylor Swift accepts Travis Kelce's invitation to experience the energy of Arrowhead Stadium firsthand. Until then, it appears the buzz surrounding this potential power couple is here to stay, with references to Swift likely to find their way into NFL commentary whenever Kelce makes a significant play, just as Ian Eagle did following Kelce's first touchdown catch of the season.

In the realm of celebrity relationships, the intrigue surrounding Travis Kelce and Taylor Swift remains a topic of fascination for many, offering a glimpse into the intersection of sports and pop culture.",27,53,1,1,,https://i.ytimg.com/vi/Gu8Th1241Iw/hqdefault.jpg,Fox News Media|Travis Kelce|Taylor Swift|Dating Rumors|Kansas City Chiefs|Entertainment|Sports|Relationships|Pop Culture|celebrity news|Taylor Swift dating rumors|taylor swift travis kelce|travis kelce taylor swift|travis kelce talking about taylor swift,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 01:42:54
Nasrothschild,UCWtLy4outyx_hqNyMy9h1Aw,1695354230.0,Taylor Swift Spotted Wearing Travis Kelce's Birthstone Necklace Amid Dating Rumors,,24,31,0,1,,https://i.ytimg.com/vi/tHXU0DGH184/hqdefault.jpg,,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-22 03:43:50
Mighty Bets Sports Network,UC4wxvwiQAJRvpbG49BqXCCg,1695334279.0,Travis Kelce Speaks On Taylor Swift Dating Rumors,#taylorswift,17,31,0,2,,https://i.ytimg.com/vi/rVNwQAldw2w/hqdefault.jpg,Taylor Swift,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 22:11:19
Must Know News Now,UCTSUzLtJmofV3-xpqBp8CIQ,1695331620.0,Taylor Swift thinks Travis Kelce is ‘very charming’,"Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.

Must Know News Now
@mustknownewsnow
Follow on Youtube, IG, TikTok and Facebook

Email: mustknownewsnow@gmail.com",24,28,0,0,,https://i.ytimg.com/vi/tYAU3WWlnU0/hqdefault.jpg,Taylor Swift thinks Travis Kelce is ‘very charming’,2023-11-28 17:18:00.120866,10,2023-09-21,2023-09-21 21:27:00
